seed,epoch,model,split,loss,accuracy,hidden_spike_rate,train_time_s,sparsity
7,1,ANN,train,0.883962664604187,0.8033333333333333,,0.8963198773562908,
7,1,ANN,test,0.3700343976020813,0.905,,0.0,0.16746875
7,1,CNN,train,0.881365891456604,0.7445833333333334,,3.1866158796474338,
7,1,CNN,test,0.3048777861595154,0.912,,0.0,0.48824609375
7,1,SNN,train,2.0745769335428874,0.25633333333333336,0.06185832895835241,3.5561224026605487,
7,1,SNN,test,1.828862762451172,0.353,0.0669174108505249,0.0,
7,2,ANN,train,0.3560785000324249,0.902,,0.8504927828907967,
7,2,ANN,test,0.2907967448234558,0.9125,,0.0,0.1879765625
7,2,CNN,train,0.25959593562285105,0.9224166666666667,,6.40385571308434,
7,2,CNN,test,0.15509376978874206,0.959,,0.0,0.5043515625
7,2,SNN,train,1.6567481117248535,0.44283333333333336,0.06984275019168854,3.1335741952061653,
7,2,SNN,test,1.452025281906128,0.5385,0.07254115545749665,0.0,
7,3,ANN,train,0.28897353005409243,0.9198333333333333,,0.9795365240424871,
7,3,ANN,test,0.25487610030174257,0.929,,0.0,0.21028906226158142
7,3,CNN,train,0.15890046191215515,0.9528333333333333,,1.0308124125003815,
7,3,CNN,test,0.13538956928253174,0.962,,0.0,0.5109843754768372
7,3,SNN,train,1.3839806044896443,0.5228333333333334,0.07249044348796209,2.9244619831442833,
7,3,SNN,test,1.2362419548034669,0.575,0.07319935864210128,0.0,
7,4,ANN,train,0.24906828081607818,0.9295833333333333,,0.9477640939876437,
7,4,ANN,test,0.23812614488601686,0.937,,0.0,0.22786328148841858
7,4,CNN,train,0.1156315203110377,0.9664166666666667,,1.1886827144771814,
7,4,CNN,test,0.09539102256298065,0.9705,,0.0,0.51575
7,4,SNN,train,1.2147887891133626,0.5933333333333334,0.07357296357552211,3.3211455550044775,
7,4,SNN,test,1.1050774631500244,0.6455,0.0745566411614418,0.0,
7,5,ANN,train,0.21898941858609516,0.939,,1.0462320437654853,
7,5,ANN,test,0.22421411049365997,0.9335,,0.0,0.2440234375
7,5,CNN,train,0.08984716920057932,0.9746666666666667,,1.270026813261211,
7,5,CNN,test,0.07993948405981063,0.976,,0.0,0.5246835927963257
7,5,SNN,train,1.0929731794993083,0.6394166666666666,0.07449813981850942,4.3133531883358955,
7,5,SNN,test,1.0189250812530517,0.666,0.07573102706670762,0.0,
7,6,ANN,train,0.19290698770682016,0.9474166666666667,,0.8380132410675287,
7,6,ANN,test,0.20757573890686035,0.943,,0.0,0.2535625002384186
7,6,CNN,train,0.07592997871836027,0.9773333333333334,,1.2554888613522053,
7,6,CNN,test,0.07342237657308578,0.976,,0.0,0.5286015620231629
7,6,SNN,train,0.9867158219019572,0.6768333333333333,0.07459500567118327,3.0652980133891106,
7,6,SNN,test,0.9052342739105225,0.7075,0.07609542363882064,0.0,
7,7,ANN,train,0.1737231216231982,0.953,,0.802171777933836,
7,7,ANN,test,0.1938187952041626,0.9475,,0.0,0.2678164060115814
7,7,CNN,train,0.06244649520516395,0.9803333333333333,,1.158842021599412,
7,7,CNN,test,0.06937682777643203,0.9785,,0.0,0.53364453125
7,7,SNN,train,0.9028854522705078,0.7055,0.07526227631171545,3.165447794832289,
7,7,SNN,test,0.849473916053772,0.726,0.07655929112434387,0.0,
7,8,ANN,train,0.1532918595870336,0.9593333333333334,,1.010064147412777,
7,8,ANN,test,0.19209061884880066,0.9465,,0.0,0.26806640648841856
7,8,CNN,train,0.05285919441779455,0.98475,,1.097044081427157,
